Price,Address,Squares,Rooms,Floor
1.000 €,"Opština Novi Beograd, Stari Merkator, Gramšijeva",90 m2,4.0,VPR/4
1.600 €,"Opština Zvezdara, Crveni krst, Branka Krsmanovića",95 m2,4.0,I/5
360 €,"Opština Zemun, Tošin bunar, Tošin bunar",36 m2,1.0,PR/3
600 €,"Opština Čukarica, Čukarička padina, Mladena Mitrića",49 m2,2.0,VII/7
2.500 €,"Opština Vračar, Hram svetog Save",203 m2,4.0,III/5
2.500 €,"Opština Vračar, Čubura, ",235 m2,5+,IV
800 €,"Opština Vračar, Crveni krst, ",70 m2,3.0,XIII/15
650 €,"Opština Vračar, Crveni krst, ",50 m2,2.0,III
650 €,"Opština Voždovac, Lekino brdo, ",55 m2,2.0,VPR/4
1.500 €,"Opština Vračar, Hram svetog Save, ",80 m2,2.5,II/5
550 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",45 m2,1.0,III/10
570 €,"Opština Stari grad, Skupština, Svetogorska",42 m2,1.0,V/5
350 €,"Opština Čukarica, Žarkovo, Zmajevačka",50 m2,2.5,N/A
900 €,"Opština Vračar, Crveni krst, Jadranska",43 m2,1.5,VI/8
500 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",50 m2,2.0,VI/6
900 €,"Opština Vračar, Južni bulevar, ",75 m2,3.0,III/5
400 €,"Opština Novi Beograd, Ledine, Inđijska",26 m2,1.0,II/2
700 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",65 m2,2.0,I/12
400 €,"Opština Zemun, Altina, Borhesova",50 m2,2.0,I/4
1.700 €,"Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",78 m2,3.0,II/8
650 €,"Opština Stari grad, Studentski trg, Studentski trg",50 m2,2.0,VII/8
450 €,"Opština Zvezdara, Učiteljsko naselje, Mis Irbijeve",50 m2,2.0,I
700 €,"Opština Zvezdara, Vukov Spomenik, Kraljice Marije",80 m2,4.0,III/3
550 €,"Opština Zvezdara, Lion, Koste Abraševića",35 m2,1.5,III/4
800 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",70 m2,2.0,VI/9
1.600 €,"Opština Stari grad, Dorćol, Dubrovačka",77 m2,3.0,IV/6
1.700 €,"Opština Savski venac, Dedinje",136 m2,4.0,VPR/1
1.200 €,"Opština Palilula, Cvijićeva",70 m2,3.0,III/6
700 €,"Opština Zemun, Retenzija, Prve pruge",52 m2,2.0,III/4
600 €,"Opština Zemun, Save Kovačevića, Romanijska",48 m2,2.5,PR/3
850 €,"Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",69 m2,2.0,XI/13
1.200 €,"Opština Savski venac, Senjak, Simićeva",100 m2,4.0,VPR/3
750 €,"Opština Vračar, Čubura, Šumatovačka",46 m2,2.0,VPR/3
320 €,"Opština Čukarica, Bele vode, Momcila cedica 44",43 m2,1.5,III/4
600 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Carnojevica",46 m2,2.0,IV/6
2.000 €,"Opština Savski venac, Senjak, ",130 m2,3.0,I/3
300 €,"Opština Palilula, Borča, Ustavska 19",40 m2,2.0,VPR/2
300 €,"Opština Palilula, Borča, Kosovska 1",36 m2,1.5,III/3
850 €,"Opština Novi Beograd, Blok 33, Narodnih heroja",90 m2,3.0,XXVII/30
500 €,"Opština Stari grad, Dorćol, Kapetan Mišina",46 m2,2.0,VI/7
500 €,"Opština Novi Beograd, Fontana, Pariske komune",62 m2,2.0,IX/9
790 €,"Opština Savski venac, Dedinje, Miće Orlovića",50 m2,2.0,N/A
400 €,"Opština Palilula, Dalmatinska, Dalmatinska",28 m2,0.5,I/3
900 €,"Opština Zvezdara, Severni bulevar, Uroša Trojanovića",60 m2,3.0,IV
350 €,"Opština Stari grad, Centar, Kneza Danila 8",21 m2,0.5,PR/8
1.500 €,"Opština Stari grad, Centar, Stevana Sremca",88 m2,3.0,V/6
400 €,"Opština Zvezdara, Cvetkova pijaca, Donska 3",34 m2,2.0,I/4
750 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",35 m2,1.0,I/24
3.000 €,"Opština Savski venac, Beograd na vodi, ",112 m2,4.0,XVIII/23
1.700 €,"Opština Novi Beograd, Blok 65, Tadije Sondermajera",100 m2,4.0,XIII/22
1.100 €,"Opština Vračar, Krunska, Molerova",107 m2,4.0,V/6
480 €,"Opština Savski venac, Balkanska, Lomina",21 m2,1.0,I
900 €,"Opština Vračar, Krunska, Krunska",92 m2,4.0,I
500 €,"Opština Stari grad, Terazije, Kraljice Natalije",30 m2,1.0,IV/4
650 €,"Opština Zemun, Muhar, Dositejeva",58 m2,2.0,N/A
900 €,"Opština Novi Beograd, Blok 65, Jurija Gagarina",64 m2,3.0,I/7
1.500 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",77 m2,3.0,V/6
400 €,"Opština Savski venac, Centar, Durmitorska",30 m2,0.5,III
500 €,"Opština Voždovac, Vojvode Stepe, Kostolačka",43 m2,2.0,II
700 €,"Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",47 m2,2.0,VI/13
700 €,"Opština Vračar, Bulevar kralja Aleksandra",57 m2,2.0,I
1.700 €,"Opština Savski venac, Beograd na vodi",90 m2,3.0,XII/18
1.000 €,"Opština Novi Beograd, Blok 67a (A blok)",53 m2,2.0,I
1.700 €,"Opština Savski venac, Beograd na vodi, ","86,91 m2",3.0,VI/16
800 €,"Opština Stari grad, Centar, ",65 m2,3.0,II/4
850 €,"Opština Vračar, Crveni krst, Tome Maksimovića",44 m2,2.0,I/7
260 €,"Opština Voždovac, Farmaceutski fakultet, Vojvode stepe",25 m2,0.5,II/3
700 €,"Opština Palilula, Profesorska kolonija, Braće Grim",62 m2,3.0,I
600 €,"Opština Stari grad, Dorćol, Gospodar Jovanova",43 m2,2.0,II
799 €,"Opština Novi Beograd, Blok 63, Jurija Gagarina",60 m2,2.0,II/9
550 €,"Opština Palilula, Bulevar despota Stefana, Jovana Avakumovića",50 m2,2.0,I/4
600 €,"Opština Voždovac, Lekino brdo, Tetovska",38 m2,1.0,II/3
650 €,"Opština Voždovac, Naselje Stepa Stepanović, ",48 m2,2.0,VI/6
1.300 €,"Opština Novi Beograd, Blok 63, Jurija Gagarina",68 m2,3.0,VII/7
700 €,"Opština Stari grad, Centar, Majke Jevrosime",65 m2,2.0,II/5
700 €,"Opština Vračar, Neimar, Kneginje Julije",52 m2,2.0,V/6
450 €,"Opština Novi Beograd, Blok 44 (TC Piramida), Nehruova",65 m2,2.0,V/6
850 €,"Opština Novi Beograd, Hotel Hyatt, Bulevar Mihajla Pupina",55 m2,2.0,II/5
800 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",65 m2,2.0,X/10
600 €,"Opština Zemun, Centar, Majakovskog",42 m2,1.5,VPR/2
700 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",30 m2,1.0,V
800 €,"Opština Voždovac, Autokomanda, Leskovačka",78 m2,3.0,VI/7
290 €,"Opština Palilula, Bogoslovija, Kupska 1",20 m2,0.5,N/A
1.500 €,"Opština Vračar, Hram svetog Save, Novopazarska",95 m2,3.0,VPR/3
680 €,"Opština Zvezdara, Đeram pijaca, Pećska",32 m2,1.5,IV/6
450 €,"Opština Novi Beograd, Ledine, Lole Novaković","38,50 m2",1.5,III/3
400 €,"Opština Vračar, Južni bulevar, Sime Igumanova",25 m2,0.5,XII/13
700 €,"Opština Novi Beograd, Blok 63, Jurija Gagarina",63 m2,2.5,I/5
2.500 €,"Opština Vračar, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",140 m2,4.0,V/8
3.300 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",121 m2,4.0,VI/15
1.000 €,"Opština Savski venac, Dedinje, Neznanog Junaka",68 m2,2.0,I/4
550 €,"Opština Stari grad, Kalemegdan, Karađorđeva",36 m2,1.5,IV/4
1.300 €,"Opština Vračar, Hram svetog Save, Mutapova",81 m2,3.0,I
430 €,"Opština Voždovac, Voždovačka crkva, Vojvode Stepe",35 m2,0.5,IV/7
1.400 €,"Opština Savski venac, Beograd na vodi",75 m2,3.0,VI
600 €,"Opština Vračar, Kalenić pijaca, Trnska",41 m2,2.0,PR/4
1.200 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",85 m2,3.0,VII/10
2.500 €,"Opština Novi Beograd, Trešnjinog cveta, Trešnjinog cveta",155 m2,4.0,V
1.600 €,"Opština Vračar, Čubura, Novopazarska",95 m2,4.0,VI
700 €,"Opština Novi Beograd, Stari Merkator, Bulevar Mihajla Pupina",62 m2,2.5,XIII
750 €,"Opština Voždovac, Lekino brdo, Tetovska",60 m2,3.0,I/4
400 €,"Opština Zvezdara, Crveni krst, Kajmakčalanska",30 m2,0.5,IV/5
950 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",56 m2,2.0,XVIII
500 €,"Opština Voždovac, Braće Jerković, Jovana Deretića",50 m2,2.0,I/4
750 €,"Opština Zemun, Cara Dušana, Cara Dusana",50 m2,2.0,III/5
450 €,"Opština Čukarica, Žarkovo, Stevana Luburića",39 m2,2.0,VPR/4
450 €,"Opština Rakovica, Labudovo brdo, Petra Jovanovića",44 m2,2.0,I/5
450 €,"Opština Grocka, Boleč, Vladimira Rajkovića",100 m2,4.0,III
200 €,"Opština Grocka, Kaluđerica, Ohridska 25",30 m2,1.0,PR/3
1.000 €,"Opština Savski venac, Beograd na vodi, ",60 m2,2.0,XII/14
450 €,"Opština Čukarica, Košutnjak, Godominska",45 m2,2.0,I/4
1.100 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",56 m2,2.0,V/17
500 €,"Opština Novi Beograd, Ledine, Golubinačka",43 m2,2.0,II/5
500 €,"Opština Zvezdara, Mirijevo, Ljubiše Miodragovića",45 m2,2.5,I/3
500 €,"Opština Voždovac, Banjica, Bulevar oslobođenja",41 m2,2.0,VII/8
650 €,"Opština Voždovac, FON - Bilećka, Bilećka",51 m2,2.0,VPR
750 €,"Opština Voždovac, Šumice, Ustanička",55 m2,3.0,III/8
250 €,"Opština Obrenovac, Obrenovac (mesto), Vuka Karadžića 49",30 m2,1.0,I/2
1.500 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",85 m2,3.0,II/24
330 €,"Opština Zvezdara, Vojvode Vlahovića, Miljana Miljanića",45 m2,2.0,I/4
450 €,"Opština Zvezdara, Lion, Dimitrija Tucovića",55 m2,2.0,VII/8
800 €,"Opština Novi Beograd, Blok 63, Jurija Gagarina",66 m2,2.5,VIII/14
1.000 €,"Opština Palilula, Centar, Dr Dragoslava Popovića",80 m2,3.0,II/7
330 €,"Opština Zemun, Altina, Ugrinovački put 40",35 m2,1.5,II/2
1.200 €,"Opština Palilula, Cvijićeva, Brace Grim",115 m2,4.0,PR/1
550 €,"Opština Vračar, Hram svetog Save, Hadži Melentijeva",35 m2,1.0,PR/3
790 €,"Opština Voždovac, Lekino brdo, Rada Neimara",72 m2,3.0,VPR/6
1.000 €,"Opština Zemun, Centar, Stevana Markovića",57 m2,2.0,I/2
500 €,"Opština Voždovac, Vojvode Stepe, Jove Ilića",52 m2,2.0,II/4
600 €,"Opština Voždovac, Lekino brdo, Todora Dukina",46 m2,2.0,II/4
700 €,"Opština Voždovac, Bulevar oslobođenja, Bulevar oslobođenja",44 m2,2.0,VPR/4
550 €,"Opština Zvezdara, Crveni krst, Kulina Bana",47 m2,2.0,I
850 €,"Opština Voždovac, Naselje Stepa Stepanović, Vojvode Stepe 391",51 m2,2.5,VI/8
700 €,"Opština Vračar, Kalenić pijaca, Njegoševa",50 m2,2.0,III/4
350 €,"Opština Palilula, Borča, Drinske divizije",45 m2,1.0,N/A
3.300 €,"Opština Savski venac, Beograd na vodi, ",121 m2,4.0,VI/15
1.500 €,"Opština Vračar, SC Vračar, Vojvode Šupljikca",128 m2,3.0,I/4
770 €,"Opština Stari grad, Dorćol",37 m2,1.5,III/6
650 €,"Opština Stari grad, Knez Mihailova, Čubrina",31 m2,1.0,N/A
800 €,"Opština Voždovac, Trošarina, Vojvode Stepe 391",52 m2,3.0,I/8
600 €,"Opština Zvezdara, Cvetkova pijaca, Koste Abraševića",35 m2,1.5,PSUT/3
500 €,"Opština Vračar, Slavija, Svetozara Markovića",44 m2,1.0,I/5
500 €,"Opština Stari grad, Bajlonijeva pijaca, Skadarska",35 m2,1.5,VPR/3
250 €,"Opština Zvezdara, Mirijevo, Ljubisa miodragovica 28",65 m2,2.0,PR/1
2.150 €,"Opština Savski venac, Kneza Miloša",94 m2,3.0,VIII/27
3.000 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",110 m2,3.0,N/A
1.600 €,"Opština Stari grad, Dorćol, Venizelosova",65 m2,3.0,N/A
450 €,"Opština Voždovac, Banjica, Paunova",55 m2,2.0,II/6
450 €,"Opština Čukarica, Banovo brdo, Gruje Miškovića",27 m2,1.0,PR
450 €,"Opština Palilula, Karaburma, ",28 m2,1.0,II/5
450 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",45 m2,2.0,PR/4
1.500 €,"Opština Voždovac, Centar, Esad Pašina",100 m2,4.0,I/4
2.800 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",145 m2,4.5,IV/5
300 €,"Opština Čukarica, Žarkovo, Ace Joksimovića",35 m2,1.5,PR/3
500 €,"Opština Palilula, Karaburma, Marijane Gregoran",54 m2,2.0,I
700 €,"Opština Stari grad, Gundulićev venac",64 m2,2.0,II/5
1.100 €,"Opština Novi Beograd, Blok 63, Gandijeva",85 m2,3.5,III
1.500 €,"Opština Stari grad, Dorćol, Venizelosova",50 m2,1.5,VIII/10
1.850 €,"Opština Vračar, Hram svetog Save, Bulevar oslobođenja",94 m2,3.0,II/6
700 €,"Opština Novi Beograd, Bežanijska kosa 2, Nede Spasojević",75 m2,3.0,III/5
450 €,"Opština Zemun, Altina, Ugrinovacki Put",54 m2,3.0,I/4
800 €,"Opština Novi Beograd, Novi Merkator, Bulevar Zorana Đinđića",60 m2,3.0,VII/9
1.600 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",80 m2,3.0,IX/24
700 €,"Opština Stari grad, Dorćol, Jevrejska",47 m2,2.0,III
270 €,"Opština Rakovica, Stari Košutnjak, Srzentićeva",35 m2,1.0,PR/3
600 €,"Opština Stari grad, Centar, Dositejeva",34 m2,1.5,IV/6
800 €,"Opština Zvezdara, Vukov Spomenik, Bulevar kralja Aleksandra",53 m2,2.0,II/4
1.500 €,"Opština Vračar, Čubura, Čuburska",113 m2,4.0,II/5
500 €,"Opština Vračar, Krunski venac, Krunska",40 m2,1.5,IV/5
1.200 €,"Opština Stari grad, Skadarlija, Bulevar despota Stefana",90 m2,4.0,III/3
450 €,"Opština Palilula, Višnjička Banja, Višnjička",50 m2,2.0,V/6
700 €,"Opština Čukarica, Banovo brdo, Paštrovićeva",53 m2,2.0,IV/6
450 €,"Opština Stari grad, Gundulićev venac, Senjanina Ive",40 m2,0.5,IV/6
1.200 €,"Opština Savski venac, Beograd na vodi, Bulevar kralja Aleksandra I Karađorđevića",55 m2,2.0,II/6
1.200 €,"Opština Novi Beograd, Blok 65",76 m2,3.0,IV
500 €,"Opština Zvezdara, Kluz, Bračka",53 m2,2.0,VPR/2
550 €,"Opština Čukarica, Ada Ciganlija, Radnička",61 m2,2.0,IV/6
1.800 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",77 m2,3.0,V/8
500 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",45 m2,1.5,PR/13
630 €,"Opština Voždovac, Trošarina, Save Maškovića",46 m2,1.5,III/8
350 €,"Opština Grocka, Kaluđerica, Lončarevo",50 m2,3.0,PR/3
500 €,"Opština Novi Beograd, Ledine, Vojvođanska",50 m2,2.0,I/5
450 €,"Opština Palilula, Višnjička Banja",64 m2,2.5,III
350 €,"Opština Zvezdara, Vukov Spomenik, Bulevar kralja Aleksandra",38 m2,1.0,I/3
700 €,"Opština Novi Beograd, Stari Merkator, Džona Kenedija",45 m2,1.5,IV/6
900 €,"Opština Stari grad, Takovska, Takovska",55 m2,3.0,III/4
600 €,"Opština Novi Beograd, Blok 72, Mileve Marić Ajnštajn",43 m2,2.0,I/7
450 €,"Opština Stari grad, Dorćol, Skender Begova",30 m2,1.5,IV/4
400 €,"Opština Zvezdara, Mirijevo, Ljube Danilovića",38 m2,1.5,VPR/6
600 €,"Opština Stari grad, Centar, Strahinjića Bana",30 m2,1.0,II/5
600 €,"Opština Voždovac, Vojvode Stepe, Nestora Žučnog",52 m2,2.0,PR/4
2.150 €,"Opština Zvezdara, Đeram pijaca, ",96 m2,3.0,I/7
600 €,"Opština Novi Beograd, Blok 28, Bulevar Milutina Milankovića",54 m2,2.0,XI/16
600 €,"Opština Vračar, Krunska, Krunska",36 m2,1.5,VI/6
500 €,"Opština Voždovac, Naselje Stepa Stepanović, Milića Marinovića",65 m2,2.5,N/A
450 €,"Opština Voždovac, Kumodraž, Daljska 21",60 m2,2.5,I/1
600 €,"Opština Zemun, Novi grad, Hercegovačka",50 m2,2.0,VPR
700 €,"Opština Palilula, Profesorska kolonija, Čarlija Čaplina",67 m2,2.0,II/2
750 €,"Opština Stari grad, Takovska, Takovska 47",55 m2,2.0,I/6
800 €,"Opština Voždovac, Naselje Stepa Stepanović, ",70 m2,3.0,I/6
300 €,"Opština Grocka, Kaluđerica, Mokroluška",34 m2,2.0,I/3
700 €,"Opština Vračar, Crveni krst, Gročanska",47 m2,2.0,III
1.200 €,"Opština Savski venac, Beograd na vodi, Savska","66,90 m2",2.0,PR/8
350 €,"Opština Zvezdara, Mirijevo, Ljubiše Miodragovića",36 m2,1.5,III
600 €,"Opština Novi Beograd, Blok 33, Bulevar Zorana Đinđića139",67 m2,2.5,I/8
2.500 €,"Opština Savski venac, Dedinje, Miloja Đaka",267 m2,5+,PR/2
5.000 €,"Opština Stari grad, Kalemegdan, Cara Uroša",142 m2,4.0,III
1.250 €,"Opština Stari grad, K-District, Bulevar vojvode Bojovića",57 m2,2.0,I/6
380 €,"Opština Rakovica, Rakovica (mesto), Muminovačka",70 m2,3.0,PR/2
350 €,"Opština Zvezdara, Vukov Spomenik, Braće Ribnikar",35 m2,1.5,PR/1
900 €,"Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",61 m2,2.5,VIII
550 €,"Opština Zvezdara, Dimitrija Tucovića, Ðuriceva",58 m2,3.0,IV/5
400 €,"Opština Novi Beograd, Arena, Bulevar Milutina Milankovića",33 m2,1.0,IV/6
400 €,"Opština Čukarica, Čukarička padina, Lazarevački drum",41 m2,1.0,III/6
300 €,"Opština Zvezdara, Mirijevo, Meše Selimovića",31 m2,1.5,I/2
1.400 €,"Opština Stari grad, Obilićev venac, Maršala Birjuzova",110 m2,3.0,II/4
1.500 €,"Opština Palilula, Bogoslovija, Višnjička",90 m2,4.0,VI/7
700 €,"Opština Novi Beograd, Bežanijska kosa 1, Partizanske avijacije",92 m2,3.0,VI/6
400 €,"Opština Rakovica, Petlovo brdo, Gočka",45 m2,2.0,PR/2
650 €,"Opština Savski venac, Humska, Humska 16",35 m2,2.0,PR/4
480 €,"Opština Zvezdara, Mirijevo, Ljube Danilovića",53 m2,3.0,IV/4
1.300 €,"Opština Vračar, Južni bulevar, Braće Radovanović",70 m2,3.0,I/6
1.500 €,"Opština Palilula, Tašmajdan",80 m2,3.0,III/6
550 €,"Opština Zvezdara, Vukov Spomenik, Vojvode Brane",56 m2,2.0,V/5
1.500 €,"Opština Voždovac, Trošarina, Vojvode Stepe",98 m2,3.0,VII/8
700 €,"Opština Palilula, 27. marta, Vladetina",60 m2,3.0,II/5
700 €,"Opština Savski venac, Centar, Bulevar vojvode Mišića",45 m2,2.0,PR/1
550 €,"Opština Stari grad, Kosančićev venac, Kosančićev venac",30 m2,1.0,I
750 €,"Opština Čukarica, Banovo brdo, Zrmanjska",77 m2,3.0,I/6
470 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",30 m2,1.5,VI/6
900 €,"Opština Voždovac, Bulevar oslobođenja, Jovanička",75 m2,3.0,I/3
1.300 €,"Opština Vračar, Kalenić pijaca, Sinđelićeva",144 m2,4.0,III/4
420 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",22 m2,0.5,VI/6
200 €,"Opština Palilula, Krnjača, Boška Desnice",26 m2,0.5,PR
1.500 €,"Opština Savski venac, Beograd na vodi",82 m2,3.0,XIV/23
750 €,"Opština Stari grad, Gundulićev venac, Knez Miletina",50 m2,2.0,V/6
650 €,"Opština Novi Beograd, Blok 62, Dušana Vukasovića",60 m2,2.0,II/4
1.650 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",70 m2,3.0,IX
400 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra 455",30 m2,0.5,VI/10
400 €,"Opština Surčin, Surčin (mesto), Dalmatinska 1, Surcin",36 m2,1.5,II/2
750 €,"Opština Vračar, Hram svetog Save, Čuburska",80 m2,3.0,I/1
650 €,"Opština Palilula, Ćalije, Čika Miše Đurića",180 m2,5.0,N/A
500 €,"Opština Surčin, Ledine, Oplenačka",40 m2,2.0,PR/1
330 €,"Opština Novi Beograd, Paviljoni, Generala Ždanova",30 m2,1.0,VII/8
700 €,"Opština Vračar, Kalenić pijaca, Nevesinjska",50 m2,2.0,VIII/9
500 €,"Opština Savski venac, Beograd na vodi, Savska",43 m2,2.5,SUT/10
1.000 €,"Opština Stari grad, Obilićev venac, ",74 m2,2.0,II/3
700 €,"Opština Rakovica, Miljakovac, Srpskih serdara",114 m2,3.0,III/4
700 €,"Opština Stari grad, London, KN",45 m2,2.0,V/6
220 €,"Opština Zvezdara, Bulevar kralja Aleksandra, ",75 m2,0.5,VPR/4
350 €,"Opština Palilula, Kotež, Sutjeska blok",65 m2,2.0,I/1
1.000 €,"Opština Zvezdara, Lion, ",100 m2,4.0,III/5
850 €,"Opština Vračar, Čubura, Vardarska",54 m2,2.5,II/5
500 €,"Opština Zvezdara, Konjarnik, Ustanička",47 m2,2.0,VII/11
300 €,"Opština Palilula, Karaburma, Mirijevski bulevar",20 m2,0.5,IV/4
500 €,"Opština Vračar, Slavija, Deligradska",30 m2,1.0,II/5
600 €,"Opština Voždovac, Dušanovac, Milorada Bondžulića",37 m2,1.5,VII/7
1.100 €,"Opština Stari grad, Dorćol, Žorža Klemansoa",79 m2,3.0,IV/6
800 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Gajeva",60 m2,2.0,III/5
2.300 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",80 m2,3.0,VII/16
1.500 €,"Opština Palilula, Centar, Dalmatinska",78 m2,3.0,III
1.200 €,"Opština Palilula, Dalmatinska, Dalmatinska",58 m2,2.0,VI
400 €,"Opština Voždovac, FON - Bilećka, Milice Milojković",35 m2,1.5,I/2
2.300 €,"Opština Savski venac, Dedinje, Velisava Vulovića",148 m2,3.0,I/2
650 €,"Opština Voždovac, Jove Ilića, Bilećka",51 m2,2.0,VPR/3
4.600 €,"Opština Savski venac, Beograd na vodi, ","211,13 m2",5+,VIII/8
800 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",60 m2,2.0,XIV/15
2.100 €,"Opština Novi Beograd, Blok 65, Omladinskih brigada",105 m2,4.0,VI/8
1.400 €,"Opština Vračar, Crveni krst, Gročanska",105 m2,4.0,IV/7
400 €,"Opština Zvezdara, Mirijevo, Dragoljuba Ristića 26",45 m2,1.5,II/5
480 €,"Opština Zemun, Marija Bursać, Marije Bursać",44 m2,1.5,XII/13
600 €,"Opština Zvezdara, Lion, Bulevar kralja Aleksandra",55 m2,2.0,VIII/9
320 €,"Opština Palilula, Karaburma, Pera Ćetkovića 54",34 m2,1.5,VPR/4
1.100 €,"Opština Palilula, Tašmajdan, Kneza Danila",58 m2,2.0,VI/10
350 €,"Opština Čukarica, Cerak, Bitoljska",50 m2,2.0,I
650 €,"Opština Zemun, Gornji grad, Ugrinovačka",47 m2,2.0,III/4
600 €,"Opština Novi Beograd, Opština, Bulevar Mihajla Pupina",45 m2,2.0,XII/14
800 €,"Opština Vračar, Neimar, Hadži Melentijeva",69 m2,2.5,III/5
2.300 €,"Opština Vračar, Resavska, Resavska",137 m2,3.0,PR/6
900 €,"Opština Novi Beograd, Blok 44 (TC Piramida), Jurija Gagarina",54 m2,2.0,II/10
900 €,"Opština Zvezdara, Lion, Subotička",94 m2,3.0,I/6
300 €,"Opština Voždovac, Medaković 2, Radovana Simića Cige",30 m2,1.0,IV/13
550 €,"Opština Novi Beograd, Blok 33, Bulevar Zorana Đinđića",71 m2,2.5,VI/9
400 €,"Opština Zemun, Save Kovačevića, Prvomajska",30 m2,1.0,VPR/4
350 €,"Opština Rakovica, Miljakovac, Stanka Paunovića Veljka",40 m2,1.5,IV/8
900 €,"Opština Stari grad, Dorćol, Strahinjica Bana",60 m2,2.0,II/6
420 €,"Opština Zvezdara, Konjarnik, Mate Parlova",59 m2,2.5,PR/1
750 €,"Opština Voždovac, Banjica, Vojvode Stepe",45 m2,2.0,XI/12
2.650 €,"Opština Novi Beograd, Blok 65",160 m2,5.0,XXI
650 €,"Opština Palilula, Tašmajdan, Miročka",45 m2,2.0,I/7
500 €,"Opština Novi Beograd, Blok 72, Mileve Marić Ajnštajn",34 m2,1.5,I/6
450 €,"Opština Surčin, Ledine, Strejina 31",44 m2,1.0,PR/1
650 €,"Opština Novi Beograd, YUBC, Bulevar Mihajla Pupina",33 m2,1.0,V/6
650 €,"Opština Zemun, Zemunske kapije, Alaska",45 m2,2.0,I/3
750 €,"Opština Palilula, Višnjička Banja, Mirka Milojkovića",69 m2,3.0,II/5
600 €,"Opština Zemun, Cara Dušana, Slavonska",45 m2,1.5,I/4
530 €,"Opština Zemun, Autoput za Novi Sad, Pogranične čete",75 m2,3.5,II/2
