Price,Address,Squares,Rooms,Floor
480 €,"Opština Vračar, Crveni krst, Vojvode Šupljikca",32 m2,1.0,IV/5
550 €,"Opština Zvezdara, Đeram pijaca, Bulevar kralja Aleksandra",40 m2,1.5,IV/5
1.300 €,"Opština Palilula, Profesorska kolonija, ",110 m2,3.0,I/1
5.000 €,"Opština Savski venac, Senjak, Brzakova",215 m2,5+,I/2
1.200 €,"Opština Zvezdara, Lipov lad, Vojislava Ilica",90 m2,4.0,I/6
550 €,"Opština Novi Beograd, Stara Bežanija, Zografska",45 m2,1.5,I/3
4.200 €,"Opština Savski venac, Beograd na vodi, BW Quartet 3",181 m2,5+,VIII/8
550 €,"Opština Vračar, Hram svetog Save, Dubljanska",40 m2,2.0,PR/1
2.300 €,"Opština Vračar, Bulevar kralja Aleksandra, Resavska",104 m2,2.0,I/4
1.450 €,"Opština Stari grad, Dorćol, Dunavska",70 m2,3.5,III
1.450 €,"Opština Vračar, Centar, Kičevska",102 m2,4.0,IV/5
700 €,"Opština Stari grad, Studentski trg, Studentski trg",50 m2,2.0,VII
700 €,"Opština Vračar, Čubura",45 m2,2.0,PR
200 €,"Opština Palilula, Višnjica, Cetvrte Flavijeve Legije 19A",30 m2,1.0,VPR/1
3.300 €,"Opština Savski venac, Beograd na vodi",121 m2,4.0,VI
1.900 €,"Opština Savski venac, Beograd na vodi, ",90 m2,3.0,XV
1.300 €,"Opština Zvezdara, Vukov Spomenik",132 m2,4.0,II/3
500 €,"Opština Voždovac, Lekino brdo, Cankareva",35 m2,1.5,II/3
700 €,"Opština Zvezdara, Severni bulevar, Ledinačka",41 m2,2.0,VII/8
450 €,"Opština Zvezdara, Đeram pijaca, Živojina Žujovića",33 m2,1.5,PR/5
1.500 €,"Opština Stari grad, Centar, Crnogorska",106 m2,4.0,I/3
950 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",74 m2,2.0,VII/8
500 €,"Opština Surčin, Ledine, Šekspirova",40 m2,2.0,III/4
450 €,"Opština Voždovac, Šumice, Rada Neimara",30 m2,2.0,VPR
750 €,"Opština Novi Beograd, Blok 21, Bulevar Mihajla Pupina",70 m2,3.0,XIII/16
390 €,"Opština Vračar, Centar, Svetolika Rankovića",45 m2,2.0,I/2
400 €,"Opština Stari grad, Dorćol, Dobračina",30 m2,0.5,I/1
1.500 €,"Opština Vračar, Čubura, ",113 m2,4.0,II/6
370 €,"Opština Zemun, Centar, Oracka 12",35 m2,1.5,N/A
1.900 €,"Opština Stari grad, K-District",85 m2,3.0,II
3.000 €,"Opština Stari grad, Dorćol, Gospodar Jovanova",145 m2,4.0,VI
2.300 €,"Opština Savski venac, Beograd na vodi, TERRA",110 m2,4.0,XI
1.000 €,"Opština Stari grad, K-District, -",56 m2,2.0,III
550 €,"Opština Voždovac, Centar",80 m2,3.0,II/2
1.400 €,"Opština Vračar, Hram svetog Save, Svetog Save",100 m2,4.0,III/8
1.600 €,"Opština Vračar, Kalenić pijaca, Kicevska",110 m2,4.0,IV/6
1.200 €,"Opština Vračar, Kalenić pijaca, Niška",170 m2,3.0,III/5
350 €,"Opština Palilula, Karaburma, Salvadora Aljendea",46 m2,1.5,II
500 €,"Opština Vračar, Kalenić pijaca, Novopazarska",35 m2,1.5,VPR
300 €,"Opština Zvezdara, Gradska bolnica, Kladovska",24 m2,1.0,PR/1
500 €,"Opština Zemun, Save Kovačevića, Sava Burića",41 m2,2.0,VI/11
550 €,"Opština Novi Beograd, Blok 72, Mileve Maric Ajnstajn",42 m2,2.0,IV/7
1.000 €,"Opština Novi Beograd, Stari Merkator, Bulevar Mihajla Pupina",72 m2,3.0,V/7
1.000 €,"Opština Novi Beograd, Stari Merkator, Klare Cetkin",83 m2,3.0,XI/19
1.500 €,"Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",53 m2,2.0,IV/15
400 €,"Opština Rakovica, Vidikovac, VIDIKOVACKI VENAC 33",50 m2,2.0,VI
600 €,"Opština Palilula, Bogoslovija, Bata Lakina",61 m2,3.0,II/5
750 €,"Opština Novi Beograd, Blok 22, Bulevar Zorana Đinđića",64 m2,2.5,N/A
500 €,"Opština Novi Beograd, Blok 63, Nehruova",45 m2,1.5,VIII/10
1.200 €,"Opština Vračar, Čubura, Sumatovacka",85 m2,3.0,II/4
600 €,"Opština Novi Beograd, Blok 28, Bulevar Milutina Milankovica",54 m2,2.0,XI/16
2.700 €,"Opština Savski venac, Mostarska petlja, Kneza Miloša",308 m2,5+,IV/4
1.650 €,"Opština Vračar, Centar, Kičevska",117 m2,4.0,IV/6
700 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Nehruova",60 m2,3.0,PR/4
2.000 €,"Opština Stari grad, Dorćol, Strahinjića Bana",105 m2,3.0,V/5
900 €,"Opština Zvezdara, Vukov Spomenik, Bulevar Kralja Aleksandra",75 m2,3.5,I/5
350 €,"Opština Vračar, Gradić Pejton, Cara Nikolaja II",25 m2,0.5,V/5
850 €,"Opština Voždovac, Autokomanda, Mitropolita Stratimirovića",95 m2,4.0,I/3
280 €,"Opština Zvezdara, Đeram pijaca, Hadži Mustafina",15 m2,1.0,I
420 €,"Opština Čukarica, Banovo brdo, Nedeljka Čabrinovića",48 m2,2.0,V/6
450 €,"Opština Zvezdara, Konjarnik, Danice Marković",100 m2,3.5,VPR/5
800 €,"Opština Stari grad, Kosančićev venac",62 m2,3.0,PSUT/3
1.500 €,"Opština Vračar, Centar, Golsvordijeva",63 m2,2.5,IV/4
200 €,"Opština Rakovica, Resnik, Pašinac 7, Nemam",37 m2,1.0,I/1
500 €,"Opština Zemun, Altina, Ugrinovacki put 62",100 m2,3.0,I/1
400 €,"Opština Vračar, Kalenić pijaca, Grahovska",25 m2,1.0,II/3
500 €,"Opština Savski venac, Senjak, Svetog Nauma",32 m2,1.0,PR/2
350 €,"Opština Novi Beograd, Blok 30 (B92), Bulevar umetnosti",40 m2,1.0,XIII/17
1.200 €,"Opština Zemun, Centar, ",65 m2,3.0,IV
400 €,"Opština Zvezdara, Konjarnik, Ustanička",57 m2,2.0,I/6
500 €,"Opština Čukarica, Čukarička padina, Obalskih radnika",64 m2,3.0,II/6
700 €,"Opština Stari grad, Dorćol, Pančićeva",50 m2,2.0,VII/10
500 €,"Opština Zvezdara, Lion, Milana Rakića",45 m2,2.0,II/4
450 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",40 m2,0.5,IV/6
400 €,"Opština Zvezdara, Đeram pijaca, Marka Oreškovića",30 m2,0.5,II/5
650 €,"Opština Voždovac, Bulevar oslobođenja, Bilećka",62 m2,2.5,III/3
650 €,"Opština Voždovac, Banjica, Paunova",77 m2,3.0,III/12
450 €,"Opština Zvezdara, Učiteljsko naselje, Paje Jovanovića",39 m2,2.0,PR/5
900 €,"Opština Vračar, Crveni krst, Gročanska",66 m2,2.5,I/5
1.000 €,"Opština Stari grad, Centar, Bulevar Despota Stefana",107 m2,4.0,I/7
500 €,"Opština Novi Beograd, Blok 23, ANTIFAŠISTIČKE BORBE",35 m2,1.0,V/5
1.200 €,"Opština Stari grad, Skupština, Majke Jevrosime",63 m2,2.0,IV/4
550 €,"Opština Čukarica, Banovo brdo, Brdovita",49 m2,2.0,I/2
650 €,"Opština Stari grad, Centar, Cara Uroša",40 m2,1.5,II/6
550 €,"Opština Zemun, Retenzija, Kapetana Radiča Petrovića",53 m2,2.0,I/3
650 €,"Opština Voždovac, Darvinova pošta, Bulevar Peka Dapčevića",47 m2,1.5,VPR/2
580 €,"Opština Zvezdara, Cvetkova pijaca, Živka Davidovića",41 m2,2.0,VPR/5
580 €,"Opština Voždovac, Saobraćajni fakultet, Vojvode Stepe",71 m2,2.5,X/10
580 €,"Opština Vračar, Južni bulevar",44 m2,2.0,I/5
300 €,"Opština Voždovac, Kumodraž",35 m2,1.0,PR
300 €,"Opština Grocka, Kaluđerica, Gračanička",43 m2,2.0,IV/4
500 €,"Opština Zvezdara, Mirijevo, Ljube Tadića",37 m2,2.0,III/3
650 €,"Opština Novi Beograd, Paviljoni, ",43 m2,2.0,V/6
750 €,"Opština Stari grad, Takovska, Takovska 20",70 m2,2.0,V/6
320 €,"Opština Voždovac, Dušanovac, Dr Miloša Pantića",42 m2,2.0,PR/1
1.200 €,"Opština Palilula, Karaburma, Danteova",112 m2,4.0,I/2
1.500 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",97 m2,3.0,VI
650 €,"Opština Savski venac, Dedinje, Humska",31 m2,2.0,PR/4
780 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Čarnojevića",99 m2,4.0,IV/7
900 €,"Opština Stari grad, Skadarlija, Bulevar despota Stefana",72 m2,3.0,V/7
650 €,"Opština Stari grad, Dorćol, Mike Alasa",40 m2,1.5,III/5
550 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",30 m2,1.5,VII/12
800 €,"Opština Stari grad, Dorćol, Skender Begova",45 m2,1.5,IV/7
650 €,"Opština Rakovica, Vidikovac, Kneza Višeslava",48 m2,2.0,V/9
1.650 €,"Opština Savski venac, Beograd na vodi",78 m2,3.0,PR
410 €,"Opština Palilula, Cvijićeva, Cvijićeva",45 m2,1.5,V/6
900 €,"Opština Palilula, Tašmajdan, Stanoja Glavaša",72 m2,3.0,III/5
900 €,"Opština Vračar, Slavija, Kralja Milutina",80 m2,3.5,I/4
700 €,"Opština Zvezdara, Konjarnik, ",80 m2,2.5,I/28
500 €,"Opština Palilula, Tašmajdan, Vladetina",35 m2,1.0,XI/13
350 €,"Opština Voždovac, Medaković 1, Rastka Petrovica",50 m2,3.0,IV/5
350 €,"Opština Stari grad, Kopitareva gradina, Jelene Cetkovic",20 m2,0.5,III/4
650 €,"Opština Palilula, Cvijićeva, Poenkareova",75 m2,3.0,VI/8
500 €,"Opština Voždovac, Voždovačka crkva, Vitanovačka",47 m2,1.5,IV/7
700 €,"Opština Vračar, Maksima Gorkog",47 m2,2.0,VPR/2
400 €,"Opština Rakovica, Miljakovac, Miljakovačke livade",60 m2,2.5,VPR/3
850 €,"Opština Stari grad, Dorćol",40 m2,2.0,IV
1.000 €,"Opština Vračar, Hram svetog Save",82 m2,3.0,II/7
550 €,"Opština Zvezdara, Bulevar kralja Aleksandra",40 m2,1.0,VI
450 €,"Opština Čukarica, Banovo brdo, Lazarevački drum",54 m2,2.0,V/5
1.500 €,"Opština Stari grad, Kalemegdan, Pjarona de Mondezira",80 m2,3.0,III/8
750 €,"Opština Stari grad, Terazije, Balkanska",56 m2,2.5,V/5
310 €,"Opština Zvezdara, Konjarnik, Šamačka",28 m2,1.5,PSUT/5
750 €,"Opština Zvezdara, Mirijevo, Raše Plaovića",87 m2,3.0,III/4
500 €,"Opština Voždovac, Darvinova pošta, Vitanovačka",60 m2,2.0,I/2
450 €,"Opština Palilula, Karaburma, Patrisa Lumumbe",56 m2,2.5,I/6
400 €,"Opština Stari grad, Dom omladine, Dečanska",33 m2,1.0,V/7
700 €,"Opština Vračar, Slavija, ",50 m2,2.0,V
1.300 €,"Opština Stari grad, Trg Republike, Kolarčeva",100 m2,3.5,V/5
550 €,"Opština Zvezdara, Vukov Spomenik, Držićeva",42 m2,2.0,II/5
400 €,"Opština Vračar, Gospodara Vučića, Gospodara Vučića",50 m2,2.0,IV/4
900 €,"Opština Voždovac, Autokomanda, Stevana Lilića",66 m2,2.5,III/4
1.100 €,"Opština Vračar, Hram svetog Save, Dubljanska",75 m2,3.0,V/5
1.000 €,"Opština Vračar, Krunska, Kralja Milutina",77 m2,3.5,III/5
800 €,"Opština Stari grad, Centar, Zmaja od Noćaja",58 m2,2.0,I
620 €,"Opština Novi Beograd, Hotel Jugoslavija, Aleksinačkih rudara",64 m2,3.0,IV/5
400 €,"Opština Zvezdara, Mirijevo, Teodora Mirijevskog",43 m2,2.0,II/3
500 €,"Opština Zemun, Save Kovačevića, Prvomajska",56 m2,2.0,I/5
1.200 €,"Opština Novi Beograd, Blok 38, Bulevar Arsenija Čarnojevića",72 m2,3.0,VII/8
400 €,"Opština Vračar, Čubura, Šumatovačka",45 m2,2.5,PR/1
400 €,"Opština Zemun, Kalvarija, Romanijska",53 m2,2.0,I/2
550 €,"Opština Novi Beograd, Stari Merkator, ",58 m2,2.0,I/4
1.000 €,"Opština Vračar, Bulevar kralja Aleksandra, Kumanovska",95 m2,3.0,II/7
1.450 €,"Opština Vračar, Kalenić pijaca, Novopazarska",84 m2,3.5,II/7
700 €,"Opština Stari grad, Studentski trg, Zmaja od noćaja",40 m2,1.5,I/3
1.100 €,"Opština Rakovica, Petlovo brdo, Gočka",180 m2,5+,I/2
1.600 €,"Opština Savski venac, Centar, Brankova",120 m2,4.0,II/4
1.000 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Dr Ivana Ribara",71 m2,2.0,II/4
400 €,"Opština Vračar, Južni bulevar, Maksima Gorkog",34 m2,1.0,IV/6
1.000 €,"Opština Stari grad, Dorćol, Francuska",72 m2,2.0,I/4
1.100 €,"Opština Stari grad, Dorćol, Solunska",72 m2,3.0,VIII/11
400 €,"Opština Rakovica, Kanarevo brdo, 6. ličke divizije",53 m2,2.0,I/3
450 €,"Opština Voždovac, FON - Bilećka",32 m2,1.5,VI/7
350 €,"Opština Vračar, Hram svetog Save, Novopazarska",37 m2,1.0,I
800 €,"Opština Voždovac, Autokomanda, Vojvode Stepe",65 m2,2.0,III/7
450 €,"Opština Savski venac, Sarajevska, Sarajevska",31 m2,1.5,N/A
500 €,"Opština Vračar, Kalenić pijaca, Cara Nikolaja II",39 m2,1.0,I/3
400 €,"Opština Palilula, Borča, Kovilovska",100 m2,3.5,I
300 €,"Opština Palilula, Karaburma, Triglavska",30 m2,1.5,PR
240 €,"Opština Rakovica, Novo Skojevsko naselje, Godominska",25 m2,0.5,III/4
350 €,"Opština Voždovac, Kumodraž, Torlački vis",42 m2,1.5,I/1
450 €,"Opština Čukarica, Cerak vinogradi, Kedrova",57 m2,1.5,III/6
450 €,"Opština Zvezdara, Zvezdarska šuma, Kosare Cvetković",33 m2,1.5,PR/2
500 €,"Opština Zvezdara, Gradska bolnica, Čegarska",52 m2,2.0,I/2
300 €,"Opština Zemun, Altina, Stojana Pačova 1(Vojni put 2 143/A)",20 m2,1.0,PR/3
2.200 €,"Opština Savski venac, Dedinje, Bulevar Kneza Aleksandra Karadjordjevica",135 m2,4.0,PR
1.000 €,"Opština Vračar, Kalenić pijaca, Sinđelićeva",95 m2,4.0,V/5
300 €,"Opština Čukarica, Banovo brdo, Bogoljuba Čukića",35 m2,1.0,PR
200 €,"Opština Grocka, Kaluđerica, Ružina",25 m2,1.0,PR/3
550 €,"Opština Voždovac, Lekino brdo, Veselina Masleše",44 m2,2.0,I/5
1.500 €,"Opština Stari grad, Kalemegdan, Cara Uroša",63 m2,3.0,I/5
3.200 €,"Opština Vračar, Čubura, Cara Nikolaja II",125 m2,3.5,II/5
1.100 €,"Opština Čukarica, Košutnjak, Petra Lekovića",108 m2,4.0,PR/3
1.100 €,"Opština Vračar, Pravni fakultet, Braće Nedića",55 m2,2.0,II/5
1.050 €,"Opština Zvezdara, Gradska bolnica, Dimitrija Tucovića",42 m2,1.5,VI/6
400 €,"Opština Surčin, Surčin (mesto), Bore Stankovića",48 m2,2.0,I/2
850 €,"Opština Savski venac, Ekonomski fakultet, Lička",64 m2,2.5,IV/5
1.200 €,"Opština Čukarica, Filmski grad, Kneza Višeslava",95 m2,4.0,VII/7
350 €,"Opština Vračar, Hram svetog Save, Dubljanska",20 m2,1.0,PR
400 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Majke Angeline",44 m2,1.0,PSUT/5
1.300 €,"Opština Savski venac, Senjak, Perside Milenković",110 m2,3.0,VPR
350 €,"Opština Voždovac, Saobraćajni fakultet, Ljuba Vučkovića",40 m2,1.5,VPR/6
1.000 €,"Opština Vračar, Kalenić pijaca, Cara Nikolaja II",104 m2,4.0,IV/6
400 €,"Opština Stari grad, Dorćol, Cara Dušana",27 m2,1.0,III/5
380 €,"Opština Rakovica, Miljakovac, Borska",36 m2,1.5,IV/5
800 €,"Opština Vračar, Hram svetog Save, Bulevar oslobođenja",47 m2,2.0,I/7
1.000 €,"Opština Stari grad, Centar, Palmotićeva",80 m2,3.0,I/6
550 €,"Opština Zemun, Gornji grad, Ugrinovačka",50 m2,2.0,II/5
400 €,"Opština Novi Beograd, Bežanijska kosa 2, Nede Spasojević",37 m2,1.0,PR/6
400 €,"Opština Voždovac, Darvinova pošta, Kraljevačka",64 m2,3.0,VI/6
420 €,"Opština Čukarica, Filmski grad, Ilije Stojadinovića",39 m2,1.5,VPR/4
280 €,"Opština Mladenovac, Mladenovac (mesto), Kneza Lazara",61 m2,2.5,III/5
500 €,"Opština Palilula, Karaburma, Vojvode Micka Krstića",27 m2,1.0,VPR/6
350 €,"Opština Zemun, Altina, Ćurčijina",33 m2,1.0,I/2
1.100 €,"Opština Savski venac, Beograd na vodi, Savska",55 m2,2.0,IV/6
990 €,"Opština Vračar, Centar, Resavska",90 m2,3.5,III/6
850 €,"Opština Savski venac, Savski trg - Pristanište, Gavrila Principa-Savski venac",78 m2,3.0,IV/6
600 €,"Opština Čukarica, Banovo brdo, Nikolaja Gogolja",73 m2,3.0,PR/7
800 €,"Opština Vračar, Južni bulevar, Južni Bulevar",64 m2,3.0,III/6
850 €,"Opština Voždovac, Autokomanda, Surdulicka",62 m2,3.0,PR/4
450 €,"Opština Voždovac, Pašino brdo, Đorđa Kratovca",44 m2,1.5,III/4
650 €,"Opština Zvezdara, Konjarnik, ",50 m2,2.0,VPR/4
600 €,"Opština Stari grad, Dorćol, Cara Dušana-Stari grad",40 m2,2.0,III/12
650 €,"Opština Palilula, Profesorska kolonija, Cvijićeva-Palilula",40 m2,2.0,VII/13
1.500 €,"Opština Novi Beograd, Blok 30 (B92), Bulevar Mihajla Pupina",70 m2,3.0,VII/7
1.400 €,"Opština Stari grad, Skupština, Vlajkovićeva",100 m2,3.0,II/4
1.100 €,"Opština Stari grad, Dorćol, Venizelosova",65 m2,2.0,II/4
450 €,"Opština Surčin, Ledine, Vojvođanska",45 m2,2.0,IV/4
850 €,"Opština Novi Beograd, Bežanijska kosa 3, Nede Spasojević",100 m2,3.0,I/4
500 €,"Opština Surčin, Ledine, Niška",55 m2,3.0,I/3
800 €,"Opština Vračar, Kalenić pijaca, Ivana Đaje",100 m2,3.0,IV/4
800 €,"Opština Zvezdara, Lipov lad, Gvozdićeva",65 m2,3.0,I/5
600 €,"Opština Zvezdara, Mirijevo, Aleksandra Belića",50 m2,3.0,IV/4
650 €,"Opština Čukarica, Banovo brdo, Nikolaja Gogolja",73 m2,3.0,PR/6
1.350 €,"Opština Novi Beograd, Blok 21, ",78 m2,3.5,III
1.500 €,"Opština Novi Beograd, Blok 67a (A blok), Jurija Gagarina",99 m2,3.0,III/7
450 €,"Opština Voždovac, Vojvode Vlahovića, Milovana Vidakovića",41 m2,2.5,I/4
500 €,"Opština Voždovac, Dušanovac, Danijelova",67 m2,2.5,I/2
500 €,"Opština Voždovac, Vojvode Vlahovića, Vojvode Vlahović",43 m2,1.5,I/5
550 €,"Opština Zvezdara, Konjarnik, Mis Irbijeva",60 m2,2.0,III
630 €,"Opština Vračar, Hram svetog Save, Svetozara Gligorića",65 m2,3.0,PR/5
1.300 €,"Opština Stari grad, Skadarlija, Bulevar despota Stefana",67 m2,3.0,I/2
700 €,"Opština Stari grad, Dorćol, Kralja Petra",38 m2,1.5,III/7
800 €,"Opština Voždovac, Autokomanda, Admirala Vukovića",75 m2,3.0,VPR/5
800 €,"Opština Zvezdara, Crveni krst, Kajmakčalanska",70 m2,2.0,I/3
750 €,"Opština Voždovac, Braće Jerković, Meštrovićeva",77 m2,3.0,VPR/4
450 €,"Opština Zvezdara, Kluz, Madridska",50 m2,2.0,IV/8
1.200 €,"Opština Savski venac, Dedinje, Neznanog Junaka",59 m2,2.0,I/4
450 €,"Opština Zvezdara, Lion, Čede Mijatovića",46 m2,2.0,IV/4
430 €,"Opština Stari grad, Dorćol, Mike Alasa",30 m2,0.5,V/10
1.000 €,"Opština Palilula, Tašmajdan, Miročka",52 m2,2.0,I/3
1.450 €,"Opština Stari grad, Dorćol, Dobračina",85 m2,3.0,III/3
330 €,"Opština Rakovica, Labudovo brdo, 17. oktobra",55 m2,2.0,II/4
450 €,"Opština Palilula, Bogoslovija, Aleksandra Fleminga",40 m2,2.0,II
800 €,"Opština Vračar, Čubura, ",45 m2,2.0,VPR
550 €,"Opština Zvezdara, Lion, ",39 m2,1.0,VI
800 €,"Opština Stari grad, Terazije, Balkanska",50 m2,2.0,IV/6
400 €,"Opština Palilula, Višnjica, Sestara Janković",38 m2,1.5,II/3
500 €,"Opština Rakovica, Centar, Stevana Lukovića",56 m2,2.0,V/7
1.000 €,"Opština Stari grad, Kalemegdan, Pjarona de Mondezira",80 m2,2.0,PR/6
400 €,"Opština Novi Beograd, Ledine, Zlotska",42 m2,2.0,I/1
300 €,"Opština Zemun, Zemun polje, Negovana Ljubinkovića",50 m2,2.5,II/2
900 €,"Opština Voždovac, Autokomanda, Vojvode Stepe",87 m2,3.0,I/7
1.100 €,"Opština Voždovac, Autokomanda, Bože Jankovića",88 m2,4.0,VPR
1.000 €,"Opština Novi Beograd, Bežanijska kosa 3, Marka Pola",55 m2,1.5,VII/7
450 €,"Opština Voždovac, Bulevar oslobođenja, Bulevar oslobođenja",30 m2,1.0,II/4
700 €,"Opština Vračar, Hram svetog Save, Svetog Save",70 m2,3.0,III
270 €,"Opština Zvezdara, Učiteljsko naselje, Budvanska",25 m2,0.5,I/3
400 €,"Opština Palilula, Višnjička Banja, Darinke Jevrić",50 m2,2.0,II/3
500 €,"Opština Palilula, Krnjača, Igora Vasiljeva",40 m2,2.5,PR/1
200 €,"Opština Voždovac, Beli potok, Bulevar patrijarha Germana",34 m2,1.0,PR
260 €,"Opština Palilula, Borča Greda, Bratstva i jedinstva",36 m2,1.0,III/3
2.000 €,"Opština Vračar, Hram svetog Save, Lamartinova",104 m2,3.0,III/4
1.200 €,"Opština Vračar, Centar, Katanićeva",84 m2,3.0,II/6
350 €,"Opština Vračar, Čubura, Cerska",40 m2,0.5,PSUT/3
750 €,"Opština Vračar, Kalenić pijaca, Baba Višnjina",60 m2,2.5,III/5
1.650 €,"Opština Savski venac, Beograd na vodi, ",78 m2,3.0,II
550 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",47 m2,1.5,I/15
300 €,"Opština Zvezdara, Mali Mokri Lug, Dt save popovic 4",40 m2,1.5,SUT/1
600 €,"Opština Zvezdara, Učiteljsko naselje, Mirka Sandića",47 m2,2.0,III/6
500 €,"Opština Zvezdara, Gradska bolnica, ucitelja milosa jankovica",36 m2,1.5,VPR/5
600 €,"Opština Vračar, Kalenić pijaca, Požarevačka",60 m2,2.0,II/4
250 €,"Opština Čukarica, Cerak, Veljka Petrovića",20 m2,1.0,PR/1
550 €,"Opština Voždovac, Lekino brdo, Debarska",38 m2,2.0,II/4
290 €,"Opština Rakovica, Kneževac, Slavka Rodića",46 m2,1.5,IV/4
700 €,"Opština Voždovac, Lekino brdo, Janisa Janulisa",56 m2,2.5,I/7
700 €,"Opština Novi Beograd, Hotel Jugoslavija, Bulevar Nikole Tesle",76 m2,3.0,IV/4
600 €,"Opština Vračar, Kalenić pijaca, Kičevska",70 m2,2.0,II/3
600 €,"Opština Voždovac, Voždovačka crkva, Jovana Popovića",73 m2,3.0,VPR/2
350 €,"Opština Zvezdara, Mirijevo, Pupinova",40 m2,2.0,IV/5
1.450 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",58 m2,2.0,III/8
700 €,"Opština Savski venac, Dedinje, Neznanog junaka",47 m2,1.0,III
600 €,"Opština Čukarica, Cerak, Sandžačka",70 m2,3.0,I/2
3.300 €,"Opština Novi Beograd, Blok 65, WEST 65",205 m2,3.0,VII/7
1.500 €,"Opština Vračar, Crveni krst, Kajmakčalanska",115 m2,4.0,IV
2.000 €,"Opština Savski venac, Kneza Miloša, Kneza Miloša",88 m2,3.0,V
3.000 €,"Opština Savski venac, Beograd na vodi, HERCEGOVACKA",105 m2,3.0,N/A
600 €,"Opština Palilula, Poštanska štedionica, Knez Danilova",47 m2,1.5,PR/4
800 €,"Opština Savski venac, Sajam, Bulevar Vojvode Mišića",25 m2,1.5,PR/1
1.400 €,"Opština Savski venac, Dedinje, Neznanog junaka",80 m2,3.0,I/3
600 €,"Opština Vračar, Crveni krst, Branka Krsmanovića",49 m2,2.0,IV/6
550 €,"Opština Voždovac, Lekino brdo, Braće Kovač",60 m2,3.0,I/4
1.000 €,"Opština Stari grad, Dorćol, Tadeuša Košćuška",86 m2,3.0,II
1.200 €,"Opština Stari grad, Centar, Cara Lazara",60 m2,2.0,VI
700 €,"Opština Zemun, Kej, ",49 m2,2.0,VPR
450 €,"Opština Surčin, Surčin (mesto), Kosovska",65 m2,3.5,I/1
500 €,"Opština Stari grad, Centar, Generala Lešjanina",32 m2,1.0,I/6
500 €,"Opština Savski venac, Zeleni venac, Kraljice Natalije",35 m2,1.5,VPR
1.500 €,"Opština Vračar, Kalenić pijaca, Njegoševa",120 m2,5+,IV/5
500 €,"Opština Zemun, Meandri, Zadrugarska",70 m2,3.0,I/1
400 €,"Opština Zvezdara, Denkova bašta, Ivana Stojanovića",26 m2,2.0,II/7
600 €,"Opština Voždovac, Naselje Stepa Stepanović, Generala Vladimira Kondića",60 m2,2.5,VI/6
1.500 €,"Opština Vračar, Kalenić pijaca, Kumanovska",96 m2,4.0,I/5
500 €,"Opština Vračar, Centar, Krunska",40 m2,2.0,IV/5
750 €,"Opština Palilula, Profesorska kolonija, Braće Grim",60 m2,2.5,I/7
380 €,"Opština Čukarica, Banovo brdo, Udbinska",34 m2,1.0,III
400 €,"Opština Rakovica, Rakovica (mesto), Milice Srpkinje",68 m2,3.0,I/3
850 €,"Opština Vračar, Centar, Braće Nedić",56 m2,2.0,II/5
1.000 €,"Opština Stari grad, Centar, Kneza Mihaila",47 m2,1.0,III/3
